outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
death,Jul-22,202228,all_ages,Pfizer,389,37200451,224,44885211,735,51616539.35,1.045686247,0.49905079,1.423962182,1.361748981,2.853341205,0.538667797,0.634343684,3.148784373,5.845503275,4.963846024,1
death,Jul-22,202229,11-May,all_types,0,496047,1,4920904,0,12809183,0,0.0203215,0,,0,,,,,,0
death,Jul-22,202229,17-Dec,all_types,0,2751579,0,7093985,3,6049885,0,0,0.0495877,,,,,,,,0
death,Jul-22,202229,18-49,all_types,20,25121542,23,37286756,38,23708079.75,0.079612947,0.0616841,0.160282909,2.013276921,2.598447711,,,,,,1
death,Jul-22,202229,50-64,all_types,57,18255061,63,14765056,117,6084886.600000001,0.312242178,0.426683109,1.922796721,6.158030075,4.506381152,,,,,,1
death,Jul-22,202229,65+,all_types,700,21749683,371,9796653,601,2831461,3.218437712,3.787007665,21.22579121,6.595060431,5.604897874,,,,,,1
death,Jul-22,202229,all_ages,all_types,777,68373912,458,73863354,759,51483495.35,1.136398339,0.620063909,1.474258876,1.297308194,2.377591818,0.527122245,0.616020638,3.276424996,6.215683409,5.318693549,1
death,Jul-22,202229,all_ages,Janssen,34,4014738,42,6713586,759,51483495.35,0.846879672,0.62559711,1.474258876,1.740812686,2.356562798,0.619201392,0.666105469,3.276424996,5.291372146,4.9187781,1
death,Jul-22,202229,all_ages,Moderna,347,26933935,193,22317619,759,51483495.35,1.288337556,0.864787592,1.474258876,1.14431103,1.70476414,0.508690138,0.587583688,3.276424996,6.440905279,5.576099305,1
death,Jul-22,202229,all_ages,Pfizer,393,37365086,223,44789893,759,51483495.35,1.05178401,0.49788018,1.474258876,1.401674547,2.961071629,0.544917457,0.63188523,3.276424996,6.012699635,5.185158377,1
death,Jul-22,202230,all_ages,all_types,728,68707415,394,73648079,705,51356661.35,1.059565405,0.534976615,1.372752787,1.295580981,2.566005221,0.482378575,0.53675518,3.065164292,6.354271213,5.710544409,1
death,Jul-22,202230,all_ages,Janssen,36,4028867,38,6703504,705,51356661.35,0.893551462,0.566867716,1.372752787,1.536288445,2.421645737,0.604402997,0.662970766,3.065164292,5.071391613,4.623377759,1
death,Jul-22,202230,all_ages,Moderna,325,27035791,175,22246818,705,51356661.35,1.202110195,0.786629351,1.372752787,1.141952537,1.745107509,0.45784007,0.52801223,3.065164292,6.694836245,5.805100935,1
death,Jul-22,202230,all_ages,Pfizer,367,37582459,179,44655632,705,51356661.35,0.976519392,0.400845295,1.372752787,1.405760908,3.424644876,0.499458667,0.518010794,3.065164292,6.136972873,5.917182285,1
death,Aug-22,202231,11-May,all_types,0,598862,0,4866989,0,12737803,0,0,0,,,,,,,,0
death,Aug-22,202231,17-Dec,all_types,0,2824855,0,7043423,2,6020976,0,0,0.0332172,,,,,,,,0
death,Aug-22,202231,18-49,all_types,19,25307036,14,37184287,41,23610732.75,0.075077935,0.0376503,0.173649842,2.312927784,4.612175389,,,,,,1
death,Aug-22,202231,50-64,all_types,41,18430740,49,14639365,89,6054890.600000001,0.222454443,0.334713972,1.469886178,6.607582919,4.391469441,,,,,,1
death,Aug-22,202231,65+,all_types,558,21930652,379,9669949,549,2809907,2.544383997,3.91935883,19.53801318,7.678877559,4.985002401,,,,,,1
death,Aug-22,202231,all_ages,all_types,618,69092145,442,73404013,681,51234309.35,0.894457684,0.602146915,1.329187431,1.486026063,2.207413833,0.418870194,0.604904155,2.979485845,7.113148385,4.925550302,1
death,Aug-22,202231,all_ages,Janssen,28,4045157,34,6690992,681,51234309.35,0.692185742,0.508145877,1.329187431,1.920275657,2.615759548,0.495348322,0.594134789,2.979485845,6.014930733,5.014831487,1
death,Aug-22,202231,all_ages,Moderna,285,27155272,175,22165592,681,51234309.35,1.049519961,0.789511961,1.329187431,1.266471797,1.683555787,0.416884384,0.536728181,2.979485845,7.14703155,5.551200683,1
death,Aug-22,202231,all_ages,Pfizer,302,37831210,232,44505129,681,51234309.35,0.798282688,0.521288232,1.329187431,1.66505857,2.549812847,0.422035655,0.672152433,2.979485845,7.059796512,4.432753195,1
death,Aug-22,202232,11-May,all_types,0,652548,0,4838332,1,12703611,0,0,0.0078718,,,,,,,,0
death,Aug-22,202232,17-Dec,all_types,0,2861955,0,7016571,0,6007143,0,0,0,,,,,,,,0
death,Aug-22,202232,18-49,all_types,5,25388556,13,37138328,36,23564367.75,0.0196939,0.0350043,0.152773036,7.757373554,4.364411628,,,,,,1
death,Aug-22,202232,50-64,all_types,61,18502613,47,14588796,91,6042770.600000001,0.329683164,0.322165037,1.505931733,4.567815091,4.674410817,,,,,,1
death,Aug-22,202232,65+,all_types,514,22005849,287,9619469,527,2801610.600000001,2.335742647,2.983532667,18.81060844,8.053373715,6.304810619,,,,,,1
death,Aug-22,202232,all_ages,all_types,580,69411521,347,73201496,655,51119502.95,0.835596154,0.474034028,1.281311363,1.533409838,2.702994485,0.380096866,0.474499959,2.87388217,7.560920459,6.056654206,1
death,Aug-22,202232,all_ages,Janssen,30,4058774,31,6681326,655,51119502.95,0.739139454,0.463979755,1.281311363,1.733517749,2.761567395,0.501154093,0.540863305,2.87388217,5.734527982,5.313509239,1
death,Aug-22,202232,all_ages,Moderna,282,27247243,133,22104814,655,51119502.95,1.034967097,0.601678892,1.281311363,1.23802135,2.129560102,0.390353751,0.407728667,2.87388217,7.362250692,7.048516337,1
death,Aug-22,202232,all_ages,Pfizer,267,38044906,183,44372480,655,51119502.95,0.701802233,0.412417787,1.281311363,1.825744208,3.10682857,0.357657997,0.526187883,2.87388217,8.035280067,5.461703443,1
death,Aug-22,202233,11-May,all_types,0,707125,0,4810124,0,12676390,0,0,0,,,,,,,,0
death,Aug-22,202233,17-Dec,all_types,0,2899488,0,6990166,1,5995433,0,0,0.0166794,,,,,,,,0
death,Aug-22,202233,18-49,all_types,14,25462029,13,37100009,35,23522021.75,0.0549838,0.0350404,0.148796733,2.70619053,4.246430884,,,,,,1
death,Aug-22,202233,50-64,all_types,31,18556182,32,14551842,66,6032214.600000001,0.167060228,0.219903432,1.094125531,6.549287896,4.975481828,,,,,,1
death,Aug-22,202233,65+,all_types,460,22057918,256,9584739,437,2794596.600000001,2.085418941,2.670912583,15.63731953,7.498406783,5.854672906,,,,,,1
death,Aug-22,202233,all_ages,all_types,505,69682742,301,73036880,539,51020655.95,0.724713158,0.412120562,1.056434869,1.457728286,2.563412185,0.337574248,0.415598505,2.375380583,7.036616675,5.715565748,1
death,Aug-22,202233,all_ages,Janssen,21,4069922,22,6673471,539,51020655.95,0.515980405,0.329663529,1.056434869,2.047432151,3.204585211,0.372023982,0.405765433,2.375380583,6.385020046,5.854073291,1
death,Aug-22,202233,all_ages,Moderna,245,27316257,140,22060362,539,51020655.95,0.896901797,0.634622406,1.056434869,1.177871281,1.664666832,0.351864876,0.433987138,2.375380583,6.750831773,5.473389362,1
death,Aug-22,202233,all_ages,Pfizer,238,38235793,139,44259427,539,51020655.95,0.622453417,0.314057387,1.056434869,1.697211134,3.36382748,0.323437361,0.405291746,2.375380583,7.344174996,5.860915274,1
death,Aug-22,202234,11-May,all_types,0,757663,0,4786962,0,12650217,0,0,0,,,,,,,,0
death,Aug-22,202234,17-Dec,all_types,0,2933300,1,6966932,2,5984719,0,0.0143535,0.0334184,,2.328240307,,,,,,0
death,Aug-22,202234,18-49,all_types,11,25527781,9,37068855,28,23482435.75,0.0430903,0.0242791,0.119238056,2.767166357,4.911131362,,,,,,1
death,Aug-22,202234,50-64,all_types,34,18600074,38,14521981,57,6022592.600000001,0.182794972,0.261672288,0.946436257,5.177583654,3.616876144,,,,,,1
death,Aug-22,202234,65+,all_types,355,22098976,194,9557198,359,2788552.600000001,1.606409274,2.029883654,12.87406234,8.014185763,6.342266124,,,,,,1
death,Aug-22,202234,all_ages,all_types,400,69917794,242,72901928,446,50928516.95,0.57210043,0.331952812,0.875737262,1.530740437,2.638137803,0.269120572,0.33123421,1.963168463,7.294754354,5.926828827,1
death,Aug-22,202234,all_ages,Janssen,14,4079936,24,6667260,446,50928516.95,0.343142638,0.359967963,0.875737262,2.552108559,2.432820008,0.216184532,0.397868259,1.963168463,9.080984859,4.934217335,1
death,Aug-22,202234,all_ages,Moderna,192,27373745,116,22025131,446,50928516.95,0.701402019,0.526671101,0.875737262,1.248552526,1.662778269,0.268888541,0.358365086,1.963168463,7.301049188,5.478124229,1
death,Aug-22,202234,all_ages,Pfizer,193,38403294,102,44165442,446,50928516.95,0.502561056,0.2309498,0.875737262,1.742548992,3.791894437,0.270688495,0.301002293,1.963168463,7.252500567,6.52210468,1
death,Aug-22,202235,11-May,all_types,0,799056,0,4771034,0,12628880,0,0,0,,,,,,,,0
death,Aug-22,202235,17-Dec,all_types,0,2959504,0,6950266,0,5975801,0,0,0,,,,,,,,0
death,Aug-22,202235,18-49,all_types,6,25588220,8,37041267,19,23447781.75,0.0234483,0.0215975,0.081031119,3.455736845,3.751869156,,,,,,1
death,Aug-22,202235,50-64,all_types,20,18637715,26,14496429,67,6015441.600000001,0.107309292,0.179354516,1.11380019,10.37934526,6.210048224,,,,,,1
death,Aug-22,202235,65+,all_types,361,22134591,182,9532968,312,2784802.600000001,1.630931423,1.909164071,11.20366664,6.869489719,5.868362396,,,,,,1
death,Aug-22,202235,all_ages,all_types,387,70119086,216,72791964,398,50852706.95,0.551918204,0.296736052,0.782652535,1.418058925,2.637537738,0.250457648,0.298914045,1.741129532,6.951792245,5.824850199,1
death,Aug-22,202235,all_ages,Janssen,13,4088735,20,6661494,398,50852706.95,0.317946749,0.300232951,0.782652535,2.461583702,2.606817583,0.230421155,0.328554396,1.741129532,7.55629201,5.299364595,1
death,Aug-22,202235,all_ages,Moderna,201,27423832,85,21995068,398,50852706.95,0.732939146,0.386450271,0.782652535,1.067827444,2.025234791,0.284921657,0.264907485,1.741129532,6.110906248,6.572594698,1
death,Aug-22,202235,all_ages,Pfizer,172,38545542,108,44090431,398,50852706.95,0.446225403,0.24495111,0.782652535,1.753939893,3.195137739,0.226483983,0.31778505,1.741129532,7.687649734,5.47895356,1
